variant,date,setup,side,entry_5m_ix,entry_px,stop,tp1,tp2,sl_dist,pm_final,quant,red_team,regime,voice_agree,exit_px,exit_reason,pnl_r,pnl_dollars,bars_5m,mfe_r,mae_r
v3_4_fib_partial_pm30,2023-02-06,EMA PB,long,35,12722.50,12490.41,12954.59,13070.63,232.09,33.0,33.0,0.0,RISK-ON,7,12549.00,timeout,0.000,0.00,12,0.03,-0.87
v3_4_fib_partial_pm30,2023-02-13,EMA PB,long,13,12515.00,12329.30,12700.70,12793.55,185.70,32.0,32.0,0.0,RISK-ON,7,12515.00,tp1_then_be,0.500,185.70,1,1.80,-0.69
v3_4_fib_partial_pm30,2023-02-28,EMA PB,long,75,12285.75,12076.84,12494.66,12599.12,208.91,32.0,32.0,0.0,RISK-ON,7,12123.75,session_end,0.000,0.00,2,0.00,-0.80
v3_4_fib_partial_pm30,2023-03-01,ORB,short,31,11944.75,12334.47,11921.04,11815.51,389.72,34.4,-34.4,0.0,RISK-ON,7,12018.00,timeout,0.000,0.00,20,0.05,-0.82
v3_4_fib_partial_pm30,2023-03-02,EMA PB,long,28,12057.50,11833.55,12281.45,12393.42,223.95,32.3,32.3,0.0,RISK-ON,7,11893.75,timeout,0.000,0.00,12,0.47,-0.77
v3_4_fib_partial_pm30,2023-03-03,ORB,long,15,12431.00,12074.54,12323.42,12381.21,356.46,30.6,30.6,0.0,NEUTRAL,7,12431.00,tp1_then_be,0.500,356.46,1,0.00,-0.75
v3_4_fib_partial_pm30,2023-03-09,ORB,long,24,12472.50,12211.22,12482.47,12548.91,261.28,35.7,35.7,0.0,RISK-ON,7,12472.50,tp1_then_be,0.500,261.28,8,0.52,-0.72
v3_4_fib_partial_pm30,2023-03-24,EMA PB,long,77,13021.00,12855.31,13186.69,13269.53,165.69,31.8,31.8,0.0,RISK-ON,7,13021.00,session_end,0.000,0.00,0,0.00,0.00
v3_4_fib_partial_pm30,2023-07-06,EMA PB,long,63,15443.00,15211.97,15674.03,15789.55,231.03,33.0,33.0,0.0,NEUTRAL,9,15237.50,timeout,0.000,0.00,12,0.01,-0.95
v3_4_fib_partial_pm30,2023-07-26,EMA PB,long,64,15852.25,15590.01,16114.49,16245.61,262.24,30.2,30.2,0.0,RISK-ON,8,15590.01,stop,-1.000,-524.49,2,0.00,-1.08
v3_4_fib_partial_pm30,2023-11-06,EMA PB,long,31,15428.25,15172.00,15684.50,15812.62,256.25,33.4,33.4,0.0,RISK-ON,7,15402.00,timeout,0.000,0.00,12,0.00,-0.90
v3_4_fib_partial_pm30,2023-11-09,EMA PB,long,29,15585.00,15314.37,15855.63,15990.94,270.63,33.1,33.1,0.0,RISK-ON,7,15666.19,trail_lock,0.300,162.38,9,0.83,-0.73
v3_4_fib_partial_pm30,2023-11-14,ORB,long,16,16258.75,15761.50,16106.17,16189.38,497.25,44.4,44.4,0.0,RISK-ON,8,16258.75,tp1_then_be,0.500,497.25,1,0.02,-0.83
v3_4_fib_partial_pm30,2023-11-15,ORB,short,16,15919.00,16410.15,15818.88,15672.43,491.15,34.5,-34.5,0.0,RISK-ON,6,16345.00,timeout,0.000,0.00,20,0.02,-0.90
v3_4_fib_partial_pm30,2023-11-16,EMA PB,long,14,16052.25,15706.85,16397.65,16570.35,345.40,30.2,30.2,0.0,RISK-ON,6,15838.25,timeout,0.000,0.00,12,0.56,-0.64
v3_4_fib_partial_pm30,2023-11-17,ORB,long,16,16283.00,15794.64,16393.09,16545.85,488.36,35.2,35.2,0.0,RISK-ON,7,15854.25,timeout,0.000,0.00,20,0.00,-0.94
v3_4_fib_partial_pm30,2023-11-22,ORB,short,16,16059.00,16586.54,15939.08,15773.17,527.54,46.0,-46.0,0.0,RISK-ON,7,16063.00,timeout,0.000,0.00,20,0.10,-0.84
v3_4_fib_partial_pm30,2023-11-27,EMA PB,long,27,16455.25,16106.37,16804.13,16978.57,348.88,33.0,33.0,0.0,RISK-ON,7,16106.37,stop,-1.000,-697.75,0,0.00,-1.20
v3_4_fib_partial_pm30,2023-11-28,ORB,short,16,15960.00,16235.64,15920.37,15842.60,275.64,32.0,-32.0,0.0,RISK-ON,6,16235.64,stop,-1.000,-551.27,9,0.00,-1.03
v3_4_fib_partial_pm30,2023-11-29,ORB,long,19,16528.25,16120.77,16472.07,16557.71,407.48,39.6,39.6,0.0,RISK-ON,8,16120.77,stop,-1.000,-814.97,0,0.00,-1.02
v3_4_fib_partial_pm30,2023-12-06,EMA PB,short,17,15948.75,16360.70,15536.80,15330.83,411.95,31.3,-31.3,0.0,RISK-ON,8,16141.00,timeout,0.000,0.00,12,0.17,-0.92
v3_4_fib_partial_pm30,2023-12-07,ORB,short,15,15911.00,16416.25,15821.73,15670.96,505.25,33.0,-33.0,0.0,RISK-ON,6,16416.25,stop,-1.000,-1010.49,15,0.01,-1.00
v3_4_fib_partial_pm30,2023-12-28,EMA PB,short,16,17118.00,17370.68,16865.32,16738.97,252.68,30.4,-30.4,0.0,RISK-ON,8,17370.68,stop,-1.000,-505.37,4,0.06,-1.51
v3_4_fib_partial_pm30,2024-01-02,ORB,short,15,16737.25,17100.66,16685.99,16581.67,363.41,50.5,-50.5,0.0,RISK-ON,8,16766.75,timeout,0.000,0.00,20,0.13,-0.94
v3_4_fib_partial_pm30,2024-01-03,ORB,short,25,16548.00,16980.06,16500.62,16377.71,432.06,34.2,-34.2,0.0,RISK-ON,7,16551.75,timeout,0.000,0.00,20,0.00,-0.93
v3_4_fib_partial_pm30,2024-01-09,EMA PB,long,72,17038.50,16780.96,17296.04,17424.81,257.54,35.4,35.4,0.0,NEUTRAL,9,16828.50,session_end,0.000,0.00,5,0.00,-0.90
v3_4_fib_partial_pm30,2024-01-12,EMA PB,long,19,17199.25,16819.53,17578.97,17768.83,379.72,30.9,30.9,0.0,RISK-ON,6,17183.00,timeout,0.000,0.00,12,0.35,-0.75
v3_4_fib_partial_pm30,2024-01-17,ORB,long,15,17128.25,16704.32,17136.59,17244.20,423.93,45.6,45.6,0.0,RISK-ON,8,16704.32,stop,-1.000,-847.87,1,0.00,-1.00
v3_4_fib_partial_pm30,2024-01-24,EMA PB,long,33,17935.00,17547.52,18322.48,18516.22,387.48,32.9,32.9,0.0,RISK-ON,7,17965.25,timeout,0.000,0.00,12,0.54,-0.60
v3_4_fib_partial_pm30,2024-02-13,ORB,short,76,17581.25,18108.31,17502.01,17347.78,527.06,43.8,-43.8,0.0,RISK-ON,8,17579.00,session_end,0.000,0.00,1,0.02,-0.45
v3_4_fib_partial_pm30,2024-02-20,ORB,short,16,17562.50,17981.64,17465.21,17334.76,419.14,40.5,-40.5,0.0,RISK-ON,8,17981.64,stop,-1.000,-838.27,0,0.00,-1.08
v3_4_fib_partial_pm30,2024-02-26,EMA PB,long,35,18252.50,17885.23,18619.77,18803.41,367.27,34.0,34.0,0.0,RISK-ON,8,18362.68,trail_lock,0.300,220.36,6,0.67,-0.64
v3_4_fib_partial_pm30,2024-02-27,EMA PB,long,34,18233.25,17844.00,18622.50,18817.12,389.25,32.0,32.0,0.0,RISK-ON,7,17971.00,timeout,0.000,0.00,12,0.57,-0.69
v3_4_fib_partial_pm30,2024-03-01,EMA PB,long,17,18375.00,18025.76,18724.24,18898.87,349.24,32.7,32.7,0.0,RISK-ON,7,18479.77,trail_lock,0.300,209.55,0,0.68,-0.00
v3_4_fib_partial_pm30,2024-03-06,ORB,short,63,18045.75,18622.01,17935.46,17761.76,576.26,39.6,-39.6,0.0,RISK-ON,7,18272.25,session_end,0.000,0.00,13,0.08,-0.85
v3_4_fib_partial_pm30,2024-03-18,EMA PB,short,76,18233.00,18473.64,17992.36,17872.03,240.64,30.6,-30.6,0.0,NEUTRAL,7,18229.25,session_end,0.000,0.00,1,0.06,-0.94
v3_4_fib_partial_pm30,2024-04-26,EMA PB,long,7,18250.00,17816.75,18683.25,18899.87,433.25,30.0,30.0,0.0,RISK-ON,7,17816.75,stop,-1.000,-866.49,0,0.00,-1.01
v3_4_fib_partial_pm30,2024-05-07,EMA PB,short,77,18196.25,18532.05,17860.45,17692.55,335.80,32.0,-32.0,0.0,RISK-ON,6,18196.25,session_end,0.000,0.00,0,0.00,0.00
v3_4_fib_partial_pm30,2024-08-19,EMA PB,long,76,20072.50,19701.84,20443.16,20628.49,370.66,35.9,35.9,0.0,RISK-ON,7,19860.25,session_end,0.000,0.00,1,0.05,-0.63
v3_4_fib_partial_pm30,2024-11-05,EMA PB,long,22,20540.00,20171.61,20908.39,21092.58,368.39,32.7,32.7,0.0,RISK-ON,7,20546.25,timeout,0.000,0.00,12,0.43,-0.83
v3_4_fib_partial_pm30,2024-11-07,ORB,long,66,21425.00,20987.47,21413.50,21519.73,437.53,35.7,35.7,0.0,RISK-ON,7,21425.00,tp1_then_be,0.500,437.53,0,0.03,-0.55
v3_4_fib_partial_pm30,2024-11-11,ORB,short,54,21131.00,21562.57,21118.46,21006.79,431.57,38.2,-38.2,0.0,RISK-ON,9,21131.00,tp1_then_be,0.500,431.57,0,0.03,-0.57
v3_4_fib_partial_pm30,2024-11-12,ORB,short,53,21066.00,21529.54,21097.77,20990.94,463.54,37.8,-37.8,0.0,RISK-ON,9,21066.00,tp1_then_be,0.500,463.54,0,0.00,-0.60
v3_4_fib_partial_pm30,2024-11-15,EMA PB,short,12,20733.25,21069.40,20397.10,20229.03,336.15,33.2,-33.2,0.0,RISK-ON,7,21069.40,stop,-1.000,-672.29,0,0.00,-1.39
v3_4_fib_partial_pm30,2024-11-21,ORB,long,16,21197.25,20579.26,21301.55,21484.15,617.99,30.6,30.6,0.0,RISK-ON,7,20579.26,stop,-1.000,-1235.98,2,0.00,-1.00
v3_4_fib_partial_pm30,2024-12-03,EMA PB,long,30,21481.25,21033.20,21929.30,22153.33,448.05,31.5,31.5,0.0,RISK-ON,7,21469.50,timeout,0.000,0.00,12,0.10,-0.63
v3_4_fib_partial_pm30,2024-12-04,EMA PB,long,20,21712.00,21293.69,22130.31,22339.46,418.31,30.8,30.8,0.0,RISK-ON,7,21837.49,trail_lock,0.300,250.99,4,0.64,-0.69
v3_4_fib_partial_pm30,2024-12-04,ORB,long,46,21980.00,21347.20,22037.02,22211.32,632.80,35.6,35.6,0.0,RISK-ON,7,21980.00,tp1_then_be,0.500,632.80,16,0.33,-0.85
v3_4_fib_partial_pm30,2024-12-06,ORB,long,15,21861.50,21438.36,21913.98,22030.67,423.14,44.5,44.5,0.0,RISK-ON,7,22030.67,tp2_partial,0.700,592.31,0,0.60,-0.64
v3_4_fib_partial_pm30,2024-12-10,EMA PB,long,15,21842.75,21464.17,22221.33,22410.61,378.58,35.0,35.0,0.0,RISK-ON,8,21956.32,trail_lock,0.300,227.15,5,0.71,-0.87
v3_4_fib_partial_pm30,2025-01-06,ORB,long,16,22070.00,21697.49,22126.18,22233.27,372.51,35.4,35.4,0.0,RISK-ON,7,22070.00,tp1_then_be,0.500,372.51,15,0.16,-0.75
v3_4_fib_partial_pm30,2025-01-17,EMA PB,long,35,21861.25,21498.67,22223.83,22405.12,362.58,35.0,35.0,0.0,RISK-ON,8,21862.25,timeout,0.000,0.00,12,0.00,-0.83
v3_4_fib_partial_pm30,2025-01-22,EMA PB,long,30,22249.50,21810.96,22688.04,22907.31,438.54,32.1,32.1,0.0,RISK-ON,7,22086.00,timeout,0.000,0.00,12,0.58,-0.57
v3_4_fib_partial_pm30,2025-01-24,EMA PB,long,15,22298.75,21926.17,22671.33,22857.62,372.58,36.1,36.1,0.0,RISK-ON,6,21992.50,timeout,0.000,0.00,12,0.51,-0.84
v3_4_fib_partial_pm30,2025-01-27,EMA PB,long,32,21498.00,21086.89,21909.11,22114.67,411.11,32.2,32.2,0.0,RISK-ON,7,21230.50,timeout,0.000,0.00,12,0.49,-0.76
v3_4_fib_partial_pm30,2025-01-27,EMA PB,short,76,21116.25,21523.10,20709.40,20505.97,406.85,30.7,-30.7,0.0,RISK-ON,8,21360.25,session_end,0.000,0.00,1,0.03,-0.60
v3_4_fib_partial_pm30,2025-01-28,EMA PB,long,74,21834.75,21504.54,22164.96,22330.07,330.21,35.0,35.0,0.0,RISK-ON,8,21849.25,session_end,0.000,0.00,3,0.07,-0.67
v3_4_fib_partial_pm30,2025-01-30,ORB,long,16,21945.00,21558.47,21982.35,22087.10,386.53,38.4,38.4,0.0,RISK-ON,7,21558.47,stop,-1.000,-773.06,6,0.05,-1.00
v3_4_fib_partial_pm30,2025-02-06,ORB,long,15,22027.75,21709.96,22079.26,22171.81,317.79,43.9,43.9,0.0,RISK-ON,8,22027.75,tp1_then_be,0.500,317.79,0,0.78,-0.70
v3_4_fib_partial_pm30,2025-02-11,EMA PB,long,21,22046.00,21670.67,22421.33,22608.99,375.33,33.0,33.0,0.0,RISK-ON,7,22079.75,timeout,0.000,0.00,12,0.15,-0.67
v3_4_fib_partial_pm30,2025-02-20,ORB,short,15,22139.25,22681.61,22044.07,21881.97,542.36,39.0,-39.0,0.0,RISK-ON,7,22139.25,tp1_then_be,0.500,542.36,2,0.26,-0.74
v3_4_fib_partial_pm30,2025-02-24,ORB,short,16,21612.25,22189.31,21558.52,21397.63,577.06,33.4,-33.4,0.0,RISK-ON,8,21612.25,tp1_then_be,0.500,577.06,1,0.21,-0.35
v3_4_fib_partial_pm30,2025-02-26,EMA PB,long,32,21636.50,21221.94,22051.06,22258.34,414.56,33.8,33.8,0.0,RISK-ON,7,21625.00,timeout,0.000,0.00,12,0.53,-0.73
v3_4_fib_partial_pm30,2025-05-16,EMA PB,long,67,21716.50,21376.31,22056.69,22226.78,340.19,34.0,34.0,0.0,RISK-ON,6,21736.25,session_end,0.000,0.00,9,0.06,-0.75
v3_4_fib_partial_pm30,2025-06-10,EMA PB,long,67,22204.50,21814.17,22594.83,22789.99,390.33,35.5,35.5,0.0,RISK-ON,7,21964.75,session_end,0.000,0.00,10,0.51,-0.75
v3_4_fib_partial_pm30,2025-08-13,EMA PB,short,61,23916.00,24264.24,23567.76,23393.64,348.24,36.1,-36.1,0.0,RISK-ON,7,23922.25,timeout,0.000,0.00,12,0.01,-0.77
v3_4_fib_partial_pm30,2025-10-02,EMA PB,long,77,25357.50,25088.56,25626.44,25760.91,268.94,37.5,37.5,0.0,RISK-ON,8,25357.50,session_end,0.000,0.00,0,0.00,0.00
v3_4_fib_partial_pm30,2025-11-04,EMA PB,long,25,26135.25,25756.78,26513.72,26702.96,378.47,33.7,33.7,0.0,RISK-ON,7,25756.78,stop,-1.000,-756.95,8,0.38,-1.02
v3_4_fib_partial_pm30,2025-11-04,EMA PB,short,75,25582.25,26012.42,25152.08,24937.00,430.17,30.9,-30.9,0.0,RISK-ON,8,25866.25,session_end,0.000,0.00,2,0.00,-0.66
v3_4_fib_partial_pm30,2025-11-05,ORB,long,15,25870.25,25429.53,25928.18,26047.98,440.72,39.5,39.5,0.0,NEUTRAL,6,25870.25,tp1_then_be,0.500,440.72,1,0.15,-0.56
v3_4_fib_partial_pm30,2025-11-07,ORB,short,40,24770.25,25576.22,24750.22,24537.43,805.97,30.1,-30.1,0.0,RISK-ON,7,24770.25,tp1_then_be,0.500,805.97,1,0.06,-0.29
v3_4_fib_partial_pm30,2025-11-10,EMA PB,short,29,25523.50,26006.03,25040.97,24799.71,482.53,30.2,-30.2,0.0,RISK-ON,8,25794.75,timeout,0.000,0.00,12,0.15,-0.95
v3_4_fib_partial_pm30,2025-11-17,ORB,long,15,25482.00,24920.30,25593.34,25764.87,561.70,34.5,34.5,0.0,RISK-ON,7,25482.00,tp1_then_be,0.500,561.70,17,0.30,-0.93
v3_4_fib_partial_pm30,2025-12-05,ORB,long,28,26240.75,25606.84,26392.54,26591.66,633.91,31.6,31.6,0.0,RISK-ON,7,25670.00,timeout,0.000,0.00,20,0.00,-0.91
v3_4_fib_partial_pm30,2025-12-10,EMA PB,short,25,25586.00,26016.64,25155.36,24940.04,430.64,30.1,-30.1,0.0,RISK-ON,8,26016.64,stop,-1.000,-861.27,4,0.08,-1.04
v3_4_fib_partial_pm30,2025-12-31,ORB,short,72,25537.00,25925.89,25529.46,25428.60,388.89,35.6,-35.6,0.0,RISK-ON,7,25925.89,stop,-1.000,-777.78,4,0.01,-1.15
v3_4_fib_partial_pm30,2026-01-07,EMA PB,long,26,26081.25,25709.95,26452.55,26638.21,371.30,33.1,33.1,0.0,RISK-ON,7,26192.64,trail_lock,0.300,222.78,9,0.65,-0.52
v3_4_fib_partial_pm30,2026-01-09,EMA PB,long,17,25981.75,25559.58,26403.92,26615.00,422.17,31.5,31.5,0.0,RISK-ON,6,26054.75,timeout,0.000,0.00,12,0.43,-0.84
v3_4_fib_partial_pm30,2026-01-12,EMA PB,long,32,26173.25,25765.61,26580.89,26784.71,407.64,33.2,33.2,0.0,RISK-ON,7,25963.50,timeout,0.000,0.00,12,0.56,-0.62
v3_4_fib_partial_pm30,2026-01-21,ORB,long,72,25900.00,25081.20,25814.86,26001.35,818.80,44.8,44.8,0.0,RISK-ON,8,25900.00,tp1_then_be,0.500,818.80,1,0.09,-0.52
v3_4_fib_partial_pm30,2026-01-23,EMA PB,long,16,25862.00,25497.64,26226.36,26408.54,364.36,32.6,32.6,0.0,RISK-ON,7,25971.31,trail_lock,0.300,218.62,6,0.93,-0.63
v3_4_fib_partial_pm30,2026-01-27,ORB,long,15,26439.00,25891.14,26566.41,26739.93,547.86,31.8,31.8,0.0,RISK-ON,7,26439.00,tp1_then_be,0.500,547.86,17,0.24,-0.82
v3_4_fib_partial_pm30,2026-01-28,ORB,short,66,26152.25,26713.39,26088.68,25926.41,561.14,36.5,-36.5,0.0,NEUTRAL,9,26160.75,session_end,0.000,0.00,11,0.07,-0.46
v3_4_fib_partial_pm30,2026-02-02,EMA PB,long,14,25946.50,25613.46,26279.54,26446.06,333.04,30.2,30.2,0.0,RISK-ON,7,25946.50,tp1_then_be,0.500,333.04,7,1.22,-0.72
v3_4_fib_partial_pm30,2026-02-09,EMA PB,long,35,25580.00,25177.42,25982.58,26183.87,402.58,35.4,35.4,0.0,RISK-ON,8,25609.00,timeout,0.000,0.00,12,0.55,-0.58
v3_4_fib_partial_pm30,2026-02-11,ORB,short,18,25284.00,25734.15,25253.07,25134.22,450.15,34.7,-34.7,0.0,RISK-ON,7,25284.00,tp1_then_be,0.500,450.15,2,0.29,-0.95
v3_4_fib_partial_pm30,2026-02-12,ORB,short,15,25251.00,25640.55,25223.17,25120.67,389.55,35.4,-35.4,0.0,RISK-ON,6,25640.55,stop,-1.000,-779.10,1,0.00,-1.13
v3_4_fib_partial_pm30,2026-02-17,ORB,short,22,24544.00,25295.24,24430.51,24207.60,751.24,30.1,-30.1,0.0,RISK-ON,6,24737.25,timeout,0.000,0.00,20,0.12,-0.91
v3_4_fib_partial_pm30,2026-02-18,ORB,long,16,25106.00,24727.65,25177.17,25291.87,378.35,31.9,31.9,0.0,RISK-ON,7,25291.87,tp2_partial,0.746,564.22,1,0.78,-0.55
v3_4_fib_partial_pm30,2026-02-19,ORB,long,16,25300.00,24725.07,25160.64,25268.93,574.93,37.9,37.9,0.0,RISK-ON,8,25300.00,tp1_then_be,0.500,574.93,1,0.12,-0.76
v3_4_fib_partial_pm30,2026-02-20,ORB,long,18,25425.00,24688.51,25452.25,25645.93,736.49,44.1,44.1,0.0,RISK-ON,8,25425.00,tp1_then_be,0.500,736.49,9,0.16,-0.76
v3_4_fib_partial_pm30,2026-02-24,EMA PB,long,74,25239.00,24903.50,25574.50,25742.25,335.50,32.8,32.8,0.0,RISK-ON,7,25021.25,session_end,0.000,0.00,3,0.08,-0.67
v3_4_fib_partial_pm30,2026-02-25,ORB,long,15,25763.00,25147.81,25833.55,26003.44,615.19,38.8,38.8,0.0,RISK-ON,7,25314.25,timeout,0.000,0.00,20,0.03,-0.80
v3_4_fib_partial_pm30,2026-02-26,ORB,short,16,25216.00,25599.51,25134.11,25018.80,383.51,38.8,-38.8,0.0,RISK-ON,7,25599.51,stop,-1.000,-767.02,0,0.00,-1.09
v3_4_fib_partial_pm30,2026-03-04,EMA PB,long,75,25413.00,24977.65,25848.35,26066.03,435.35,31.1,31.1,0.0,NEUTRAL,8,25189.00,session_end,0.000,0.00,2,0.00,-0.52
v3_4_fib_partial_pm30,2026-03-05,EMA PB,long,15,25305.50,24877.90,25733.10,25946.89,427.60,31.4,31.4,0.0,RISK-ON,7,25298.00,timeout,0.000,0.00,12,0.44,-0.88
v3_5_fib_partial_pm50,2021-02-16,ORB,short,43,13719.25,13863.44,13783.88,13763.38,144.19,51.9,-51.9,0.0,RISK-ON,9,13719.25,tp1_then_be,0.500,144.19,0,0.01,-0.17
v3_5_fib_partial_pm50,2024-01-02,ORB,short,15,16737.25,17100.66,16685.99,16581.67,363.41,50.5,-50.5,0.0,RISK-ON,8,16766.75,timeout,0.000,0.00,20,0.13,-0.94
